Date,Open
0,16.0098
1,16.029301
2,16.205
3,15.9121
4,15.8536
5,15.7755
6,14.7251
7,14.4478
8,14.2135
9,14.9164
10,14.6079
11,14.4478
12,14.4478
13,13.5927
14,13.374
15,13.3662
16,13.5966
17,12.8625
18,12.5032
19,12.364575
20,11.9487
21,13.3545
22,13.9793
23,13.6669
24,14.7407
25,16.790701000000002
26,17.6537
27,14.9203
28,16.2519
29,18.118401000000002
30,18.0403
31,17.1812
32,18.8603
33,17.9622
34,17.806
35,18.118401000000002
36,17.9622
37,17.6888505
38,17.415501000000003
39,17.8841
40,17.9231
41,17.8685
42,17.903601000000002
43,17.493601
44,16.673599
45,16.712601
46,16.732149999999997
47,16.751699
48,17.290501000000003
49,16.986
50,16.868799
51,17.1422
52,17.571699
53,17.7279
54,17.645901000000002
55,16.9821
56,16.3221
57,16.16595
58,16.0098
59,16.1621
60,16.005899
61,15.6193
62,16.166
63,16.205
64,16.353399
65,16.224501
66,16.3417
67,16.716499
68,16.3221
69,16.36605
70,16.4979
71,16.7712
72,16.790701000000002
73,16.4198
74,16.4042
75,17.1812
76,17.3374
77,17.806
78,18.625999
79,19.2117
80,19.367901
81,18.395599
82,19.2976
83,20.070801
84,18.8993
85,18.8993
86,18.8993
87,20.8517
88,20.6175
89,20.613501
90,19.8365
91,19.153098999999997
92,19.0555
93,19.153098999999997
94,18.586901
95,19.094601
96,19.2117
97,19.4655
98,20.0513
99,19.524099
100,19.289801
101,18.8134
102,19.0555
103,18.8368
104,18.985201
105,18.821199
106,18.0403
107,18.200398999999997
108,18.9774
109,18.762698999999998
110,18.9774
111,19.520201
112,19.1336
113,19.0516
114,18.829
115,19.0165
116,18.821199
117,19.0555
118,19.0165
119,19.0555
120,19.231199
121,18.821199
122,18.4307
123,17.7279
124,17.798201000000002
125,17.267098999999998
126,17.3374
127,17.0016
128,16.4198
129,17.025
130,16.482201
131,16.314301
132,15.7364
133,14.6236
134,14.975
135,14.9125
136,14.6079
137,13.5107
138,13.9402
139,13.7059
140,13.1983
141,15.6193
142,16.3221
143,17.4897
144,18.2316
145,18.3526
146,19.367901
147,18.3566
148,16.853201000000002
149,16.166
150,16.4666
151,16.33
152,16.243999
153,17.021099
154,16.337799
155,16.134701
156,15.8536
157,16.1464
158,16.548599
159,16.150299
160,16.3221
161,16.205
162,16.060499
163,16.0936995
164,16.1269
165,16.0488
166,15.2483
167,15.9941
168,16.868799
169,16.4783
170,16.517401
171,16.3221
172,16.243999
173,16.7087
174,16.4862
175,16.564301
176,16.669701
177,16.107401
178,16.2792
179,16.521299
180,16.314301
181,16.1777
182,16.017599
183,15.7755
184,15.8497
185,15.5451
186,15.0765
187,15.2288
188,16.084
189,15.4319
190,15.3108
191,15.2288
192,15.4553
193,15.3225
194,15.1468
195,14.604
196,14.9945
197,15.014050000000001
198,15.0336
199,14.8969
200,14.9281
201,14.5337
202,14.8383
203,14.8149
204,15.3264
205,15.0921
206,14.6938
207,14.9984
208,14.647
209,15.1897
210,15.292225
211,15.3264
212,16.5721
213,16.7868
214,16.396299
215,16.790701000000002
216,16.443199
217,16.2088995
218,15.9746
219,15.8887
220,15.2288
221,14.6938
222,14.1472
223,14.4791
224,14.565
225,14.2721
226,14.242799999999999
227,14.2135
228,14.5259
229,14.3424
230,14.6431
231,15.0062
232,14.7993
233,14.2565
234,13.8777
235,13.8426
236,14.8071
237,14.2916
238,14.2135
239,14.2057
240,14.0769
241,14.0574
242,14.1355
243,13.909
244,14.3502
245,14.2135
246,14.2135
247,14.0925
248,15.1507
249,14.6118
250,14.7837
251,15.1897
252,15.2288
253,15.1897
254,15.4319
255,16.005899
256,15.6505
257,15.7911
258,15.9317
259,16.0371198
260,16.3533792
261,16.458799
262,16.3612
263,17.177298999999998
264,16.5994
265,17.025
266,16.7985
267,17.3335
268,17.083599
269,17.4545
270,17.1812
271,17.493601
272,18.3526
273,20.6682
274,18.196501
275,19.0555
276,18.2355
277,18.5089
278,19.0946
279,19.6803
280,20.695601
281,21.378901000000003
282,22.4918
283,21.0079
284,20.972799
285,20.266001
286,19.7271
287,21.203198999999998
288,20.543301
289,20.968901000000002
290,21.378901000000003
291,21.1602
292,21.4765
293,21.2617
294,21.242201
295,21.6717
296,21.5156
297,21.0938
298,21.242201
299,20.9298
300,20.6409
301,19.9146
302,20.2973
303,20.7034
304,22.7456
305,23.9834
306,23.9366
307,24.8347
308,23.358601
309,23.26685075
310,22.9916
311,22.179399
312,21.9373
313,21.9802
314,21.242201
315,22.0193
316,22.218398999999998
317,22.9564
318,21.906
319,22.4918
320,22.65282425
321,22.706498999999997
322,22.784599
323,22.687
324,22.31017525
325,21.179701
326,18.926701
327,21.078198999999998
328,20.769699
329,20.6096
330,20.754101000000002
331,20.9942505
332,21.2344
333,21.125099
334,20.070801
335,20.700424499999997
336,20.910299
337,20.9590995
338,21.0079
339,21.25195
340,21.9841
341,23.897499
342,24.2099
343,24.042
344,23.6593
345,23.819401
346,23.745199
347,24.4051
348,24.1903495
349,23.975599
350,23.5226
351,23.4289
352,23.741301
353,23.499201
354,23.624201
355,23.507
356,22.843201
357,22.8666
358,22.9799
359,22.921301
360,23.272699
361,23.2141
362,23.194599
363,22.8901
364,22.569901
365,22.589399
366,22.5933
367,22.3356
368,22.0154
369,23.120399
370,23.702299
371,23.819401
372,23.897499
373,23.928698999999998
374,24.3661
375,23.897499
376,24.3661
377,24.795601
378,24.7878
379,25.4594
380,25.0611
381,24.9128
382,25.4594
383,25.068899
384,27.025299
385,28.388
386,28.505198999999998
387,29.598499
388,28.759001
389,29.426701
390,28.505198999999998
391,29.051901
392,28.930799
393,28.759001
394,28.6028
395,27.9585
396,28.079598999999998
397,28.427099
398,28.7395
399,28.302099
400,27.810101
401,27.236099
402,27.568001000000002
403,27.4118
404,27.294674999999998
405,26.9433
406,27.0994
407,27.1775
408,28.349001
409,27.568001000000002
410,27.489901
411,27.4118
412,27.8687
413,27.6656
414,28.1889
415,28.505198999999998
416,28.427099
417,29.208
418,28.2826
419,28.9035
420,29.051901
421,29.6259
422,29.200198999999998
423,29.169001
424,29.13875075
425,29.048
426,28.579399
427,28.3099
428,28.657498999999998
429,27.997601
430,26.9979
431,26.630899
432,27.4821
433,26.9706
434,26.4044
435,25.8304
436,26.552799
437,26.9042
438,26.4825
439,26.9823
440,26.709
441,27.005699
442,26.720699
443,26.826099
444,26.974501
445,26.915899
446,26.955
447,27.5016
448,27.1775
449,27.173599
450,27.0448
451,26.248199
452,26.7871
453,26.474701
454,27.2556
455,27.802298999999998
456,27.9468
457,28.192801
458,28.224525874999998
459,28.25625075
460,28.351425374999998
461,28.38315025
462,28.414875125000002
463,28.4466
464,30.1999
465,33.573601000000004
466,33.425301
467,31.3713
468,31.625099
469,31.7071
470,31.6329
471,32.097599
472,32.331902
473,32.253799
474,31.629
475,59.493801
476,58.900299
477,54.4879
478,58.1115
479,57.76007475
480,56.705799
481,56.541801
482,28.7395
483,28.427099
484,27.810101
485,27.739798999999998
486,27.193199
487,27.325899
488,26.271601
489,26.16032575
490,25.8265
491,26.0061
492,25.4282
493,24.373898999999998
494,24.0693
495,24.053698999999998
496,23.038401
497,24.8347
498,25.4594
499,25.9436
500,24.537901
501,25.037701000000002
502,24.819
503,24.6394
504,25.0065
505,25.631201
506,26.2404
507,24.0693
508,24.061501
509,24.506701
510,23.4524
511,24.2099
512,24.678499
513,24.631598999999998
514,24.4207
515,25.295401000000002
516,25.5219
517,25.498501
518,25.4789505
519,25.4594
520,26.0061
521,26.630899
522,25.771798999999998
523,26.060801
524,26.552799
525,26.5762
526,26.7558
527,26.990101
528,26.8964
529,26.107599
530,25.475
531,24.4051
532,25.3813
533,24.0224
534,24.569098999999998
535,24.444201
536,25.271998999999997
537,24.8347
538,24.7409
539,24.288
540,24.217724999999998
541,24.1943
542,23.4445
543,23.038401
544,23.4758
545,24.2099
546,24.5613
547,24.9128
548,24.053698999999998
549,24.4286
550,24.4988
551,24.6082
552,24.4286
553,23.741301
554,23.421101
555,23.6436995
556,23.717899
557,23.6007
558,23.5382
559,23.959999
560,23.6007
561,23.9522
562,24.1318
563,24.5769
564,24.6238
565,25.115801
566,26.0061
567,25.3188
568,25.849899
569,25.9436
570,26.0373
571,28.270901000000002
572,27.8258
573,26.8652
574,26.822225000000003
575,26.6933
576,27.450899
577,27.8804
578,28.013201000000002
579,27.388399
580,27.8804
581,28.7395
582,28.349001
583,28.716
584,27.9741
585,28.3256
586,27.5446
587,27.724199
588,28.6614
589,28.349001
590,29.0128
591,28.8176
592,29.1612005
593,29.504801
594,31.082399
595,30.004601
596,30.2701505
597,30.5357
598,31.0355
599,30.441999
600,31.1917
601,31.004299
602,31.5509
603,30.7544
604,29.871901
605,29.965598999999997
606,29.3643
607,30.441999
608,29.6063
609,29.721500250000002
610,30.067101
611,30.379499
612,30.441999
613,30.071049499999997
614,29.7001
615,29.6063
616,29.7391
617,28.8957
618,26.9433
619,28.184998999999998
620,27.872601
621,27.9741
622,28.302099
623,28.7395
624,28.349001
625,28.0366
626,28.427099
627,28.270901000000002
628,26.9589
629,25.9046
630,26.396601
631,25.927999
632,24.9909
633,26.0842
634,25.3267
635,24.9128
636,24.444201
637,24.288
638,23.1322
639,23.8116
640,23.632
641,22.648001
642,23.1556
643,24.288
644,22.983801
645,21.882601
646,21.6327
647,22.179399
648,22.569901
649,22.9603
650,22.4137
651,22.9447
652,22.023198999999998
653,22.163798999999997
654,22.249701
655,22.0154
656,22.4683
657,22.8041
658,22.8822
659,22.9447
660,23.4445
661,22.9603
662,23.5851
663,23.241501
664,23.5851
665,23.6476
666,22.8354
667,22.2575
668,22.07
669,21.1563
670,21.086
671,20.445601
672,21.086
673,21.6952
674,21.3906
675,21.0938
676,20.648701000000003
677,20.6175
678,20.8517
679,20.4613
680,20.266001
681,19.766199
682,19.0555
683,19.0555
684,19.2117
685,19.0399
686,18.7041
687,17.9466
688,17.3062
689,18.4776
690,18.0793
691,17.9622
692,18.11055
693,18.2589
694,17.6576
695,16.868799
696,16.697001
697,16.5564
698,16.3221
699,16.7048
700,18.2589
701,18.3839
702,18.571301000000002
703,18.3605
704,18.586901
705,18.4776
706,19.125799
707,19.1336
708,18.696301000000002
709,18.743099
710,18.883699
711,19.188299
712,19.1336
713,19.352301
714,19.570999
715,19.8911
716,19.5944
717,18.821199
718,18.7602994
719,18.699399800000002
720,18.516701
721,16.868799
722,17.3374
723,18.0403
724,17.025
725,17.415501000000003
726,16.611099
727,16.493999
728,16.884399
729,16.7283
730,16.822001
731,16.493999
732,16.2596995
733,16.0254
734,16.6423
735,16.853201000000002
736,18.274599
737,18.4464
738,17.6185
739,17.571699
740,17.1968
741,17.2593
742,17.22025
743,17.1812
744,17.4077
745,18.743099
746,19.118
747,19.367901
748,18.586901
749,19.5632
750,18.9228
751,18.422898999999997
752,18.821199
753,18.9228
754,18.5947
755,18.586901
756,18.4307
757,18.274550500000004
758,18.118401000000002
759,17.7045
760,17.2125
761,17.446699
762,17.681
763,17.681
764,17.4858
765,17.7201
766,18.0403
767,18.3995
768,18.6026
769,18.758801000000002
770,18.696301000000002
771,18.3526
772,18.0247
773,17.571699
774,17.4858
775,17.844998999999998
776,18.243299
777,18.743099
778,18.134001
779,18.208175750000002
780,18.4307
781,18.8134
782,18.946199
783,19.1805
784,18.743099
785,19.2117
786,19.328899
787,19.5632
788,19.4382
789,20.7736
790,22.8041
791,22.296499
792,22.4137
793,20.9923
794,21.5546
795,21.382799
796,20.8517
797,20.617449999999998
798,20.3832
799,20.9298
800,20.7736
801,20.9883995
802,21.203198999999998
803,21.164101000000002
804,21.0079
805,20.5394
806,19.992701
807,19.9146
808,20.2192
809,19.6178
810,19.0555
811,18.4464
812,18.821199
813,19.289801
814,19.1336
815,19.0711
816,18.500999
817,18.868099
818,19.2117
819,20.9923
820,22.32
821,20.391001
822,21.7108
823,21.882601
824,21.9373
825,22.648001
826,23.0306505
827,23.4133
828,24.1318
829,23.991198999999998
830,24.2099
831,23.8428
832,23.702299
833,22.507401
834,21.8123
835,21.6483
836,21.6171
837,21.164101000000002
838,20.6175
839,20.8517
840,20.4769
841,20.055099
842,20.2348
843,19.8365
844,19.2976
845,18.864175
846,18.7197
847,20.148899
848,20.445601
849,20.254275749999998
850,19.6803
851,18.586901
852,19.5632
853,19.6334
854,19.383499
855,18.743099
856,18.633801000000002
857,18.3800005
858,18.1262
859,18.4307
860,19.203899
861,20.3363
862,20.719
863,20.3363
864,19.8755
865,19.0555
866,18.8681
867,18.6807
868,19.4069
869,21.1485
870,21.3125
871,21.078198999999998
872,22.3356
873,23.0853
874,23.991198999999998
875,24.1943
876,24.2099
877,26.396601
878,25.615601
879,26.591801
880,28.130301
881,28.427099
882,28.427099
883,28.5989
884,27.9585
885,25.654699
886,26.2404
887,26.709
888,25.3423
889,24.444201
890,25.100201000000002
891,26.256001
892,26.318501
893,27.6383
894,28.5833
895,28.5833
896,28.1147
897,29.6766
898,29.489201
899,29.551701
900,28.0991
901,27.4977
902,27.630501000000002
903,28.7707
904,28.887898999999997
905,28.8176
906,29.622
907,29.3799
908,28.130301
909,28.411501
910,27.927298999999998
911,27.802298999999998
912,27.568001000000002
913,27.677401
914,27.403999
915,28.380198999999998
916,28.9972
917,29.3643
918,28.8957
919,28.130301
920,28.5599
921,29.3643
922,30.1374
923,30.5357
924,29.231501
925,29.184601
926,28.591101000000002
927,27.802298999999998
928,28.4037
929,28.1537
930,27.7164
931,26.8339
932,26.9354
933,27.630501000000002
934,27.7945
935,27.8179
936,27.3337
937,27.5368
938,28.1147
939,27.950701000000002
940,27.614901
941,27.489901
942,26.709
943,26.6465
944,26.6933
945,26.2248
946,26.763599
947,27.2556
948,27.568001000000002
949,27.1775
950,27.802298999999998
951,29.169001
952,29.582898999999998
953,28.5833
954,28.427099
955,29.0362
956,29.325198999999998
957,30.527901
958,29.247101
959,28.638
960,28.8957
961,29.051901
962,29.083099
963,29.8172
964,31.1292
965,31.09409925
966,31.082399
967,30.723101
968,29.762501
969,29.004998999999998
970,29.6688
971,29.0597
972,29.051901
973,29.3486
974,30.816799
975,33.253399
976,33.136299
977,35.7682
978,37.431599
979,37.4394
980,37.330101
981,35.854099
982,37.1427
983,37.275397999999996
984,39.001301
985,37.783001
986,37.330101
987,34.674801
988,37.9548
989,37.822102
990,36.8615
991,37.48625
992,38.111
993,40.750702000000004
994,40.7351
995,41.1959
996,40.235298
997,40.375801
998,39.3606
999,37.9548
1000,36.720901
1001,33.581501
1002,37.548801
1003,34.963799
1004,35.299599
1005,36.00242325
1006,36.236698
1007,36.064899
1008,36.8615
1009,36.6819
1010,36.471001
1011,35.7682
1012,35.830601
1013,35.612
1014,34.987202
1015,34.854401
1016,35.1394505
1017,35.4245
1018,35.908699
1019,36.072701
1020,35.299599
1021,34.745098
1022,34.799801
1023,34.831001
1024,34.5186
1025,34.049999
1026,34.112499
1027,35.7682
1028,36.549099
1029,36.970797999999995
1030,36.845901
1031,35.315201
1032,35.143398
1033,34.987202
1034,35.057499
1035,34.838799
1036,34.409302000000004
1037,35.260502
1038,36.182097999999996
1039,35.924301
1040,35.2449
1041,35.1278
1042,35.3386
1043,37.1661
1044,37.1485245
1045,37.095797999999995
1046,40.360199
1047,40.086899
1048,45.139702
1049,46.0769
1050,49.5756
1051,48.099602000000004
1052,45.139702
1053,47.794998
1054,48.341702000000005
1055,49.708401
1056,48.263599
1057,50.4268
1058,49.981701
1059,48.841499
1060,50.840801
1061,50.7705
1062,51.078950999999996
1063,51.387402
1064,52.465199
1065,52.238701
1066,51.668597999999996
1067,53.558498
1068,53.4179
1069,53.730301000000004
1070,53.277401
1071,53.9646
1072,54.511299
1073,54.48
1074,56.854198
1075,56.0732
1076,54.9799
1077,54.6675
1078,54.308201000000004
1079,55.745201
1080,54.417598999999996
1081,54.042702
1082,53.839698999999996
1083,51.996601
1084,53.3242
1085,50.739201
1086,52.7775
1087,49.200699
1088,49.802101
1089,44.686797999999996
1090,41.93
1091,40.141498999999996
1092,38.563999
1093,36.845901
1094,36.549099
1095,34.346802000000004
1096,32.097599
1097,34.987202
1098,37.408198999999996
1099,37.3863194
1100,37.320680599999996
1101,37.298801
1102,38.2672
1103,38.306301
1104,37.361301
1105,37.9548
1106,41.094299
1107,44.4837
1108,42.0159
1109,46.389301
1110,51.176601
1111,50.9188
1112,47.388901000000004
1113,47.326401000000004
1114,51.512402
1115,57.7757
1116,55.917
1117,55.760799
1118,51.715401
1119,49.95825025
1120,44.686797999999996
1121,46.4049
1122,48.060501
1123,48.888302
1124,50.176902
1125,54.042702
1126,50.3409
1127,53.105499
1128,56.354401
1129,54.277
1130,54.33557424999999
1131,54.355098999999996
1132,51.075001
1133,51.699799
1134,52.8713
1135,51.699799
1136,50.216
1137,51.543597999999996
1138,50.6143
1139,49.919201
1140,48.740002000000004
1141,49.981701
1142,50.122299
1143,49.6693
1144,48.107399
1145,48.888302
1146,48.778999
1147,48.989899
1148,48.778999
1149,49.169498
1150,49.747398
1151,53.222698
1152,54.8237
1153,53.433601
1154,53.5741
1155,52.7463
1156,52.793201
1157,53.089901
1158,53.089901
1159,53.402302
1160,53.4804
1161,52.949402
1162,54.1208
1163,53.2617
1164,51.473301
1165,52.129298999999996
1166,52.090302
1167,52.1684
1168,51.598301
1169,54.0583
1170,52.3246
1171,51.754501
1172,52.3246
1173,52.3792
1174,53.730301000000004
1175,52.793201
1176,54.448799
1177,54.511299
1178,54.8237
1179,56.916599
1180,56.698002
1181,57.7757
1182,58.431702
1183,57.916302
1184,57.205601
1185,56.6824
1186,56.463699
1187,55.995098
1188,55.120399
1189,55.760799
1190,53.2696
1191,50.380001
1192,52.949402
1193,50.9188
1194,54.355098999999996
1195,52.793201
1196,52.480801
1197,52.699501
1198,53.074298999999996
1199,52.8713
1200,51.387402
1201,51.8013
1202,52.012199
1203,51.855999
1204,51.4655
1205,51.387402
1206,51.6139015
1207,51.840401
1208,52.949402
1209,52.644798
1210,52.512001
1211,52.8713
1212,53.371101
1213,52.949402
1214,52.558899
1215,52.090302
1216,51.7467
1217,52.2855
1218,52.8713
1219,52.88690025
1220,52.933701
1221,55.760799
1222,55.604599
1223,56.409
1224,56.541801
1225,58.5411
1226,60.134201000000004
1227,60.2826
1228,58.736301
1229,58.7285
1230,56.698002
1231,53.7616
1232,53.3008
1233,54.3395
1234,54.198898
1235,53.4258
1236,53.730301000000004
1237,53.2696
1238,55.448399
1239,54.323799
1240,53.41599975
1241,53.1134
1242,54.042702
1243,53.909901
1244,52.800999
1245,53.2617
1246,53.2696
1247,52.012199
1248,51.153099
1249,50.801701
1250,50.137901
1251,47.662201
1252,46.779701
1253,46.358002
1254,48.302601
1255,46.545398999999996
1256,44.671101
1257,45.9207
1258,48.099602000000004
1259,47.943401
1260,47.560699
1261,46.8657
1262,48.490101
1263,48.248001
1264,49.7318
1265,49.505299
1266,48.443199
1267,49.466301
1268,49.591202
1269,49.739601
1270,48.427601
1271,47.178001
1272,49.349098
1273,49.200699
1274,48.576
1275,48.505699
1276,48.8493
1277,48.4198
1278,47.951199
1279,48.8102
1280,49.044498
1281,49.9739
1282,51.231201
1283,51.075001
1284,51.075001
1285,51.371798999999996
1286,52.246497999999995
1287,53.839698999999996
1288,52.543301
1289,52.793201
1290,53.246101
1291,54.198898
1292,54.042702
1293,54.3395
1294,53.886501
1295,52.3246
1296,53.613201000000004
1297,53.886501
1298,53.121201
1299,53.808399
1300,52.93569825
1301,52.644798
1302,50.9188
1303,52.449501
1304,52.8634
1305,53.105499
1306,53.160198
1307,55.448399
1308,56.088799
1309,55.682701
1310,56.6199
1311,56.1357
1312,56.002899
1313,55.057999
1314,55.752998
1315,55.300098
1316,55.534401
1317,57.9632
1318,56.698002
1319,57.026001
1320,57.635101
1321,58.533198999999996
1322,60.040501
1323,59.587601
1324,59.52902525
1325,59.353297999999995
1326,59.126801
1327,63.258099
1328,59.899899
1329,60.056098999999996
1330,61.399399
1331,62.4771
1332,61.797699
1333,61.1026
1334,62.008499
1335,61.891399
1336,62.789501
1337,64.7966
1338,64.82
1339,66.210098
1340,66.06950400000001
1341,66.2257
1342,66.0774
1343,64.507599
1344,64.827797
1345,64.070297
1346,63.648602000000004
1347,62.789501
1348,64.976196
1349,68.7248
1350,65.6791
1351,65.015251
1352,64.35140200000001
1353,64.577904
1354,64.210899
1355,63.898499
1356,62.641102000000004
1357,60.758998999999996
1358,61.383801
1359,61.540001000000004
1360,59.509399
1361,59.978001
1362,58.806599
1363,63.312801
1364,61.540001000000004
1365,59.353297999999995
1366,59.8218
1367,61.696201
1368,62.672401
1369,61.555599
1370,60.3685
1371,60.915199
1372,59.376701000000004
1373,59.599250500000004
1374,59.8218
1375,59.384499
1376,55.479698
1377,51.543597999999996
1378,49.6693
1379,48.677475
1380,45.702
1381,47.951199
1382,49.044498
1383,51.535801
1384,57.7757
1385,55.448399
1386,54.8549
1387,54.6675
1388,56.299702
1389,54.8237
1390,54.464401
1391,53.941150500000006
1392,53.4179
1393,53.2617
1394,53.597599
1395,53.5741
1396,53.183701
1397,54.198898
1398,54.964199
1399,55.6749
1400,55.448399
1401,55.760799
1402,58.197399
1403,57.619499
1404,60.087399
1405,58.103699
1406,59.017399
1407,58.892502
1408,59.509399
1409,61.5322
1410,61.540001000000004
1411,62.3209
1412,63.414299
1413,60.852699
1414,61.422798
1415,59.6656
1416,58.220901
1417,58.556702
1418,57.3228
1419,57.010399
1420,57.791302
1421,57.7757
1422,57.947497999999996
1423,58.3927
1424,56.5574
1425,55.4641
1426,53.105499
1427,52.3246
1428,53.8475
1429,53.4179
1430,53.214901
1431,53.183701
1432,54.042702
1433,55.917
1434,56.6199
1435,57.916302
1436,54.605
1437,50.450298
1438,51.855999
1439,50.606499
1440,50.606499
1441,51.777901
1442,51.855999
1443,52.8713
1444,53.378899
1445,52.933701
1446,51.387402
1447,52.176201
1448,50.762699
1449,50.9188
1450,48.4198
1451,47.0453
1452,49.122601
1453,48.107399
1454,47.404499
1455,47.709099
1456,49.161701
1457,50.1301
1458,49.044498
1459,49.591202
1460,49.5131
1461,50.145699
1462,50.747002
1463,50.9188
1464,52.793201
1465,53.0275
1466,51.496798999999996
1467,50.97354849999999
1468,50.450298
1469,51.075001
1470,49.200699
1471,49.6693
1472,49.8176995
1473,49.966099
1474,49.6693
1475,49.6693
1476,49.0289
1477,48.732201
1478,49.5522
1479,49.7318
1480,48.576
1481,48.8727
1482,48.888302
1483,49.6693
1484,48.9977
1485,47.951199
1486,47.7169
1487,46.0769
1488,46.8578
1489,45.561401000000004
1490,39.399601000000004
1491,40.6101
1492,40.6101
1493,37.783001
1494,36.4944
1495,33.971901
1496,35.159
1497,32.784901
1498,33.573601000000004
1499,38.111
1500,41.234901
1501,41.000600500000004
1502,40.7663
1503,38.899799
1504,38.891998
1505,37.798698
1506,39.829201
1507,39.3606
1508,40.6101
1509,41.726898
1510,41.484798
1511,42.937401
1512,42.952999
1513,43.687098999999996
1514,43.031101
1515,43.226397999999996
1516,43.218601
1517,43.4216
1518,42.0159
1519,41.8987495
1520,41.547298
1521,39.985401
1522,39.673
1523,40.141498999999996
1524,40.688202000000004
1525,41.141201
1526,41.391102000000004
1527,41.4692
1528,40.453899
1529,41.156799
1530,41.3755
1531,41.547298
1532,42.4688
1533,42.640598
1534,43.074048749999996
1535,44.374401
1536,48.4198
1537,45.608299
1538,46.0769
1539,45.608299
1540,46.186199
1541,47.1702
1542,45.7957
1543,45.295898
1544,45.33884875
1545,45.467701
1546,45.608299
1547,47.662201
1548,49.981701
1549,48.4198
1550,48.576
1551,49.200699
1552,48.888302
1553,48.8493
1554,48.576
1555,48.45885
1556,48.4198
1557,49.0289
1558,48.185501
1559,47.638802
1560,47.794998
1561,48.0995485
1562,48.404099
1563,47.638802
1564,46.8578
1565,47.482601
